iata_code,name,municipality,iso_country,continent,latitude_deg,longitude_deg
LCY,London City Airport,London,GB,EU,51.505299,0.055278
LGW,London Gatwick Airport,London,GB,EU,51.148102,-0.190278
LTT,La Môle Airport,La Môle,FR,EU,43.205399,6.482
LUG,Lugano Airport,Lugano,CH,EU,46.00429916,8.910579681
LUX,Luxembourg-Findel International Airport,Luxembourg,LU,EU,49.6233333,6.2044444
LUZ,Lublin Airport,Lublin,PL,EU,51.240278,22.713611
LHR,London Heathrow Airport,London,GB,EU,51.4706,-0.461941
LWO,Lviv International Airport,Lviv,UA,EU,49.8125,23.95610046
LXS,Limnos Airport,Limnos Island,GR,EU,39.917099,25.23629951
LYR,"Svalbard Airport, Longyear",Longyearbyen,NO,EU,78.24610138,15.46560001
LYS,Lyon Saint-Exupéry Airport,Lyon,FR,EU,45.725556,5.081111
LTN,London Luton Airport,London,GB,EU,51.87469864,-0.368333012
MAH,Menorca Airport,Menorca Island,ES,EU,39.86259842,4.218649864
STN,London Stansted Airport,London,GB,EU,51.88499832,0.234999999
MCM,Monaco Heliport,Fontvieille,MC,EU,43.7256012,7.419169903
MCX,Uytash Airport,Makhachkala,RU,EU,42.81679916,47.65230179
MEH,Mehamn Airport,Mehamn,NO,EU,71.02970123,27.82670021
MHG,Mannheim-City Airport,Mannheim,DE,EU,49.473057,8.514167
MHP,Minsk 1 Airport,Minsk,BY,EU,53.864498,27.5397
MJT,Mytilene International Airport,Mytilene,GR,EU,39.05670166,26.59830093
MJV,San Javier Airport,San Javier,ES,EU,37.77500153,-0.812389016
MLA,Malta International Airport,Valletta,MT,EU,35.857498,14.4775
MLN,Melilla Airport,Melilla,ES,EU,35.27980042,-2.956259966
MLO,Milos Airport,Milos Island,GR,EU,36.696899,24.4769
LYX,Lydd Airport,"Lydd, Ashford",GB,EU,50.95610046,0.939167023
MMK,Murmansk Airport,Murmansk,RU,EU,68.78170013,32.75080109
MMX,Malmö Sturup Airport,Malmö,SE,EU,55.53630536,13.37619781
MPL,Montpellier-Méditerranée Airport,Montpellier/Méditerranée,FR,EU,43.57619858,3.963010073
MPW,Mariupol International Airport,Mariupol,UA,EU,47.0760994,37.44960022
MQF,Magnitogorsk International Airport,Magnitogorsk,RU,EU,53.39310074,58.75569916
MQJ,Moma Airport,Khonuu,RU,EU,66.450861,143.261551
MQN,"Mo i Rana Airport, Røssvoll",Mo i Rana,NO,EU,66.36389923,14.30140018
MRS,Marseille Provence Airport,Marseille,FR,EU,43.43927192,5.221424103
MRV,Mineralnyye Vody Airport,Mineralnyye Vody,RU,EU,44.22510147,43.08190155
MSQ,Minsk National Airport,Minsk,BY,EU,53.88249969,28.03070068
MST,Maastricht Aachen Airport,Maastricht,NL,EU,50.911701,5.77014
MUC,Munich Airport,Munich,DE,EU,48.353802,11.7861
MVQ,Mogilev Airport,Mogilev,BY,EU,53.95489883,30.0951004
MXP,Malpensa International Airport,Milan,IT,EU,45.6306,8.72811
MXX,Mora Airport,Mora,SE,EU,60.957901,14.5114
NAL,Nalchik Airport,Nalchik,RU,EU,43.51290131,43.63660049
NAP,Naples International Airport,Nápoli,IT,EU,40.886002,14.2908
NBC,Begishevo Airport,Nizhnekamsk,RU,EU,55.56470108,52.09249878
NCE,Nice-Côte d'Azur Airport,Nice,FR,EU,43.65840149,7.215869904
MAN,Manchester Airport,Manchester,GB,EU,53.35369873,-2.274950027
NCY,Annecy-Haute-Savoie-Mont Blanc Airport,Annecy/Meythet,FR,EU,45.9308333,6.1063889
NCL,Newcastle Airport,Newcastle,GB,EU,55.03749847,-1.691669941
NLI,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,RU,EU,53.154999,140.649994
NNM,Naryan Mar Airport,Naryan Mar,RU,EU,67.63999939,53.12189865
NNR,Connemara Regional Airport,Inverin,IE,EU,53.2303009,-9.467780113
NOC,Ireland West Knock Airport,Charleston,IE,EU,53.91030121,-8.818490028
NOZ,Spichenkovo Airport,Novokuznetsk,RU,EU,53.811401,86.877197
NQY,Newquay Cornwall Airport,Newquay,GB,EU,50.44060135,-4.995409966
NRL,North Ronaldsay Airport,North Ronaldsay,GB,EU,59.36750031,-2.434439898
NRK,Norrköping Airport,Norrköping,SE,EU,58.5862999,16.25060081
NWI,Norwich International Airport,Norwich,GB,EU,52.67580032,1.282780051
NRN,Weeze Airport,Weeze,DE,EU,51.60240173,6.142169952
NTB,Notodden Airport,Notodden,NO,EU,59.565701,9.21222
NTE,Nantes Atlantique Airport,Nantes,FR,EU,47.15319824,-1.610730052
NUE,Nuremberg Airport,Nuremberg,DE,EU,49.498699,11.078056
NVK,Narvik Framnes Airport,Narvik,NO,EU,68.43689728,17.38669968
EMA,East Midlands Airport,Nottingham,GB,EU,52.83110046,-1.328060031
NYA,Nyagan Airport,Nyagan,RU,EU,62.110001,65.614998
ODE,Odense Airport,Odense,DK,EU,55.47669983,10.33090019
ODS,Odessa International Airport,Odessa,UA,EU,46.42679977,30.67650032
OER,Örnsköldsvik Airport,Örnsköldsvik,SE,EU,63.40829849,18.98999977
OGZ,Beslan Airport,Beslan,RU,EU,43.20510101,44.60660172
OHD,Ohrid St. Paul the Apostle Airport,Ohrid,MK,EU,41.18,20.7423
OLB,Olbia Costa Smeralda Airport,Olbia (SS),IT,EU,40.898701,9.51763
OLZ,Olyokminsk Airport,Olyokminsk,RU,EU,60.397499,120.471001
OMO,Mostar International Airport,Mostar,BA,EU,43.28290176,17.84589958
OMR,Oradea International Airport,Oradea,RO,EU,47.02529907,21.90250015
OPO,Francisco de Sá Carneiro Airport,Porto,PT,EU,41.24810028,-8.681389809
ORB,Örebro Airport,Örebro,SE,EU,59.22370148,15.03800011
ORK,Cork Airport,Cork,IE,EU,51.84130096,-8.491109848
ORY,Paris-Orly Airport,Paris,FR,EU,48.7233333,2.3794444
OSF,Ostafyevo International Airport,Moscow,RU,EU,55.511667,37.507222
OSL,Oslo Gardermoen Airport,Oslo,NO,EU,60.19390106,11.10039997
OSR,Ostrava Leos Janáček Airport,Ostrava,CZ,EU,49.69630051,18.11109924
OST,Ostend-Bruges International Airport,Ostend,BE,EU,51.19889832,2.862220049
OSW,Orsk Airport,Orsk,RU,EU,51.07249832,58.59560013
OSY,Namsos Høknesøra Airport,Namsos,NO,EU,64.47219849,11.57859993
OTP,Henri Coandă International Airport,Bucharest,RO,EU,44.5711111,26.085
NQT,Nottingham Airport,Nottingham,GB,EU,52.91999817,-1.079169989
OUL,Oulu Airport,Oulu / Oulunsalo,FI,EU,64.93009949,25.35460091
OVD,Asturias Airport,Ranón,ES,EU,43.56359863,-6.034619808
OZH,Zaporizhzhia International Airport,Zaporizhia,UA,EU,47.86700058,35.31570053
PAD,Paderborn Lippstadt Airport,Paderborn,DE,EU,51.61410141,8.616319656
PAS,Paros National Airport,Paros Island,GR,EU,37.020495,25.113195
PDL,João Paulo II Airport,Ponta Delgada,PT,EU,37.74119949,-25.69790077
PDV,Plovdiv International Airport,Plovdiv,BG,EU,42.067799,24.8508
PED,Pardubice Airport,Pardubice,CZ,EU,50.01340103,15.73859978
PEE,Bolshoye Savino Airport,Perm,RU,EU,57.91450119,56.02119827
PEG,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia,IT,EU,43.095901,12.5132
PES,Petrozavodsk Airport,Petrozavodsk,RU,EU,61.8852005,34.15470123
PEV,Pécs-Pogány Airport,Pécs-Pogány,HU,EU,45.990898,18.240996
PEX,Pechora Airport,Pechora,RU,EU,65.12110138,57.13079834
PEZ,Penza Airport,Penza,RU,EU,53.11059952,45.02109909
PGF,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan/Rivesaltes,FR,EU,42.74039841,2.87067008
KOI,Kirkwall Airport,Orkney Islands,GB,EU,58.95780182,-2.904999971
PIS,Poitiers-Biard Airport,Poitiers/Biard,FR,EU,46.58769989,0.306665987
PIX,Pico Airport,Pico Island,PT,EU,38.554298,-28.441299
PKV,Pskov Airport,Pskov,RU,EU,57.78390121,28.39559937
PSV,Papa Stour Airport,Papa Stour Island,GB,EU,60.321701,-1.69306
PLQ,Palanga International Airport,Palanga,LT,EU,55.97320175,21.09390068
PMF,Parma Airport,Parma,IT,EU,44.824501,10.2964
PMI,Palma De Mallorca Airport,Palma De Mallorca,ES,EU,39.55170059,2.738810062
PMO,Falcone–Borsellino Airport,Palermo,IT,EU,38.175999,13.091
PNA,Pamplona Airport,Pamplona,ES,EU,42.77000046,-1.646329999
PNL,Pantelleria Airport,Pantelleria (TP),IT,EU,36.816502,11.9689
POR,Pori Airport,Pori,FI,EU,61.46170044,21.79999924
POX,Pontoise - Cormeilles-en-Vexin Airport,Cormeilles-en-Vexin,FR,EU,49.096667,2.040833
POZ,Poznań-Ławica Airport,Poznań,PL,EU,52.42100143,16.82629967
PPW,Papa Westray Airport,Papa Westray,GB,EU,59.35169983,-2.900279999
PRG,Václav Havel Airport Prague,Prague,CZ,EU,50.1008,14.26
PRM,Portimão Airport,Portimão,PT,EU,37.1493,-8.58396
PRN,Priština International Airport,Prishtina,XK,EU,42.5728,21.035801
PSA,Pisa International Airport,Pisa,IT,EU,43.683899,10.3927
PSR,Pescara International Airport,Pescara,IT,EU,42.431702,14.1811
PZE,Penzance Heliport,Penzance,GB,EU,50.128101,-5.51845
PUF,Pau Pyrénées Airport,Pau/Pyrénées (Uzein),FR,EU,43.38000107,-0.41861099
PUY,Pula Airport,Pula,HR,EU,44.89350128,13.9222002
PVK,Aktion National Airport,Preveza/Lefkada,GR,EU,38.92549896,20.76530075
PXO,Porto Santo Airport,Vila Baleira,PT,EU,33.07339859,-16.35000038
PLH,Plymouth City Airport,Plymouth,GB,EU,50.422798,-4.10583
RDO,Radom Airport,Radom,PL,EU,51.3891983,21.21330071
RDZ,Rodez-Marcillac Airport,Rodez/Marcillac,FR,EU,44.40790176,2.482670069
REG,Reggio Calabria Airport,Reggio Calabria,IT,EU,38.071201,15.6516
REN,Orenburg Central Airport,Orenburg,RU,EU,51.79579926,55.45669937
REU,Reus Air Base,Reus,ES,EU,41.1473999,1.167170048
RHO,Diagoras Airport,Rodes Island,GR,EU,36.40539932,28.08620071
RIX,Riga International Airport,Riga,LV,EU,56.92359924,23.97109985
RJK,Rijeka Airport,Rijeka,HR,EU,45.21689987,14.5703001
RJL,Logroño-Agoncillo Airport,Logroño,ES,EU,42.46095349,-2.322235107
RKV,Reykjavik Airport,Reykjavik,IS,EU,64.12999725,-21.94059944
RLG,Rostock-Laage Airport,Rostock,DE,EU,53.91820145,12.27830029
RMI,Federico Fellini International Airport,Rimini,IT,EU,44.020302,12.6117
RNN,Bornholm Airport,Rønne,DK,EU,55.06330109,14.75959969
RNS,Rennes-Saint-Jacques Airport,Rennes/Saint-Jacques,FR,EU,48.06949997,-1.734789968
ROV,Platov International Airport,Rostov-on-Don,RU,EU,47.493888,39.924722
RRS,Røros Airport,Røros,NO,EU,62.57839966,11.34230042
RTM,Rotterdam The Hague Airport,Rotterdam,NL,EU,51.956902,4.43722
RTW,Saratov Central Airport,Saratov,RU,EU,51.56499863,46.04669952
RVK,"Rørvik Airport, Ryum",Rørvik,NO,EU,64.83830261,11.14610004
RVN,Rovaniemi Airport,Rovaniemi,FI,EU,66.56479645,25.83040047
RWN,Rivne International Airport,Rivne,UA,EU,50.60710144,26.14159966
RYB,Staroselye Airport,Rybinsk,RU,EU,58.10419846,38.9294014
SBT,Sabetta International Airport,Sabetta,RU,EU,71.219167,72.052222
SBZ,Sibiu International Airport,Sibiu,RO,EU,45.78559875,24.09129906
SCQ,Santiago de Compostela Airport,Santiago de Compostela,ES,EU,42.89630127,-8.415140152
SCV,Suceava Stefan cel Mare Airport,Suceava,RO,EU,47.6875,26.35409927
SCW,Syktyvkar Airport,Syktyvkar,RU,EU,61.64699936,50.8451004
SDN,Sandane Airport (Anda),Sandane,NO,EU,61.83000183,6.105830193
SDR,Santander Airport,Santander,ES,EU,43.42710114,-3.820009947
SEK,Srednekolymsk Airport,Srednekolymsk,RU,EU,67.4805,153.7364
ILY,Islay Airport,Port Ellen,GB,EU,55.68190002,-6.256669998
SIP,Simferopol International Airport,Simferopol,UA,EU,45.05220032,33.97510147
SJJ,Sarajevo International Airport,Sarajevo,BA,EU,43.82460022,18.3314991
SJZ,São Jorge Airport,Velas,PT,EU,38.665501,-28.1758
SKG,Thessaloniki Macedonia International Airport,Thessaloniki,GR,EU,40.5196991,22.97089958
SKN,Stokmarknes Skagen Airport,Hadsel,NO,EU,68.5788269,15.03341675
SKP,Skopje Alexander the Great Airport,Skopje,MK,EU,41.961601,21.621401
SKU,Skiros Airport,Skiros Island,GR,EU,38.96760178,24.48719978
SKX,Saransk Airport,Saransk,RU,EU,54.1251297,45.21225739
SLM,Salamanca Airport,Salamanca,ES,EU,40.95209885,-5.501989841
SMA,Santa Maria Airport,Vila do Porto,PT,EU,36.97140121,-25.17060089
SMI,Samos Airport,Samos Island,GR,EU,37.68999863,26.9116993
SNN,Shannon Airport,Shannon,IE,EU,52.702,-8.92482
SOF,Sofia Airport,Sofia,BG,EU,42.69669342,23.41143608
SOG,Sogndal Airport,Sogndal,NO,EU,61.156101,7.13778
NDY,Sanday Airport,Sanday,GB,EU,59.25030136,-2.576669931
SOU,Southampton Airport,Southampton,GB,EU,50.95029831,-1.35679996
SPC,La Palma Airport,"Sta Cruz de la Palma, La Palma Island",ES,EU,28.626499,-17.7556
SPU,Split Airport,Split,HR,EU,43.53889847,16.29800034
SRP,Stord Airport,Leirvik,NO,EU,59.79190063,5.340849876
SSJ,Sandnessjøen Airport (Stokka),Alstahaug,NO,EU,65.95680237,12.46889973
SEN,Southend Airport,Southend,GB,EU,51.57139969,0.695555985
STR,Stuttgart Airport,Stuttgart,DE,EU,48.68989944,9.221960068
STW,Stavropol Shpakovskoye Airport,Stavropol,RU,EU,45.10919952,42.1128006
SUF,Lamezia Terme Airport,Lamezia Terme (CZ),IT,EU,38.905399,16.2423
SUJ,Satu Mare Airport,Satu Mare,RO,EU,47.70330048,22.88570023
SUK,Sakkyryr Airport,Batagay-Alyta,RU,EU,67.792,130.394
SVG,Stavanger Airport Sola,Stavanger,NO,EU,58.87670135,5.63778019
SVL,Savonlinna Airport,Savonlinna,FI,EU,61.94309998,28.94510078
SVO,Sheremetyevo International Airport,Moscow,RU,EU,55.972599,37.4146
SVQ,Sevilla Airport,Sevilla,ES,EU,37.41799927,-5.893109798
SXB,Strasbourg Airport,Strasbourg,FR,EU,48.53829956,7.628230095
SXF,Berlin-Schönefeld Airport,Berlin,DE,EU,52.380001,13.5225
SYS,Saskylakh Airport,Saskylakh,RU,EU,71.92790222,114.0800018
ISC,St. Mary's Airport,St. Mary's,GB,EU,49.91329956,-6.291669846
SZG,Salzburg Airport,Salzburg,AT,EU,47.79330063,13.00430012
SZY,Olsztyn-Mazury Airport,Olsztyn,PL,EU,53.481899,20.9377
SZZ,"Szczecin-Goleniów ""Solidarność"" Airport",Goleniow,PL,EU,53.58470154,14.90219975
TAT,Poprad-Tatry Airport,Poprad,SK,EU,49.07360077,20.24110031
TAY,Tartu Airport,Tartu,EE,EU,58.30749893,26.69039917
TER,Lajes Airport,Praia da Vitória,PT,EU,38.761799,-27.090799
TFN,Tenerife Norte Airport,Tenerife Island,ES,EU,28.48270035,-16.34149933
TFS,Tenerife South Airport,Tenerife Island,ES,EU,28.04450035,-16.57250023
TGD,Podgorica Airport,Podgorica,ME,EU,42.359402,19.2519
TGK,Taganrog Yuzhny Airport,Taganrog,RU,EU,47.1983333,38.8491667
THO,Thorshofn Airport,Thorshofn,IS,EU,66.21849823,-15.3355999
TIA,Tirana International Airport Mother Teresa,Tirana,AL,EU,41.41469955,19.72060013
TIV,Tivat Airport,Tivat,ME,EU,42.40470123,18.72330093
TKU,Turku Airport,Turku,FI,EU,60.51409912,22.26280022
TLL,Lennart Meri Tallinn Airport,Tallinn,EE,EU,59.41329956,24.83279991
TLS,Toulouse-Blagnac Airport,Toulouse/Blagnac,FR,EU,43.629101,1.36382
TMP,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI,EU,61.41410065,23.60440063
TPS,Vincenzo Florio Airport Trapani-Birgi,Trapani (TP),IT,EU,37.9114,12.488
TQR,San Domino Island Heliport,Tremiti Islands,IT,EU,42.117775,15.490655
TRD,Trondheim Airport Værnes,Trondheim,NO,EU,63.4578018,10.9239998
SYY,Stornoway Airport,Stornoway,GB,EU,58.21559906,-6.331110001
TRF,"Sandefjord Airport, Torp",Torp,NO,EU,59.18669891,10.25860024
TRN,Turin Airport,Torino,IT,EU,45.200802,7.64963
TRS,Trieste–Friuli Venezia Giulia Airport,Trieste,IT,EU,45.827499,13.4722
TSF,Treviso-Sant'Angelo Airport,Treviso,IT,EU,45.648399,12.1944
TTB,Tortolì Airport,Arbatax,IT,EU,39.9188,9.68298
TUF,Tours-Val-de-Loire Airport,Tours/Val de Loire (Loire Valley),FR,EU,47.43220139,0.727605999
TXL,Berlin-Tegel Airport,Berlin,DE,EU,52.5597,13.2877
UCT,Ukhta Airport,Ukhta,RU,EU,63.56689835,53.80469894
UDJ,Uzhhorod International Airport,Uzhhorod,UA,EU,48.63430023,22.26339912
UFA,Ufa International Airport,Ufa,RU,EU,54.55749893,55.87440109
UIP,Quimper-Cornouaille Airport,Quimper/Pluguffan,FR,EU,47.97499847,-4.167789936
UKG,Ust-Kuyga Airport,Ust-Kuyga,RU,EU,70.01100159,135.6450043
ULV,Ulyanovsk Baratayevka Airport,Ulyanovsk,RU,EU,54.2682991,48.22669983
ULY,Ulyanovsk East Airport,Ulyanovsk,RU,EU,54.40100098,48.80270004
UMS,Ust-Maya Airport,Ust-Maya,RU,EU,60.35699844,134.4349976
URE,Kuressaare Airport,Kuressaare,EE,EU,58.22990036,22.5095005
URS,Kursk East Airport,Kursk,RU,EU,51.75059891,36.29560089
USK,Usinsk Airport,Usinsk,RU,EU,66.00469971,57.36719894
USR,Ust-Nera Airport,Ust-Nera,RU,EU,64.55000305,143.1150055
UUA,Bugulma Airport,Bugulma,RU,EU,54.63999939,52.80170059
VAA,Vaasa Airport,Vaasa,FI,EU,63.05070114,21.7621994
VAR,Varna Airport,Varna,BG,EU,43.232101,27.8251
VBS,Brescia Airport,Montichiari (BS),IT,EU,45.428902,10.3306
VBY,Visby Airport,Visby,SE,EU,57.66279984,18.34620094
VCE,Venice Marco Polo Airport,Venice,IT,EU,45.505299,12.3519
VDE,Hierro Airport,El Hierro Island,ES,EU,27.81480026,-17.88710022
VGO,Vigo Airport,Vigo,ES,EU,42.23180008,-8.62677002
VIE,Vienna International Airport,Vienna,AT,EU,48.11029816,16.56970024
VIT,Vitoria/Foronda Airport,Alava,ES,EU,42.88280106,-2.7244699
VKO,Vnukovo International Airport,Moscow,RU,EU,55.59149933,37.26150131
VLC,Valencia Airport,Valencia,ES,EU,39.4893,-0.481625
VLL,Valladolid Airport,Valladolid,ES,EU,41.70610046,-4.851940155
SOY,Stronsay Airport,Stronsay,GB,EU,59.15530014,-2.641390085
VNO,Vilnius International Airport,Vilnius,LT,EU,54.634102,25.285801
VNT,Ventspils International Airport,Ventspils,LV,EU,57.35779953,21.5442009
VOG,Volgograd International Airport,Volgograd,RU,EU,48.78250122,44.34550095
VOZ,Voronezh International Airport,Voronezh,RU,EU,51.81420135,39.229599
VRK,Varkaus Airport,Varkaus / Joroinen,FI,EU,62.17110062,27.86860085
VRL,Vila Real Airport,Vila Real,PT,EU,41.2743,-7.72047
VRN,Verona Villafranca Airport,Verona,IT,EU,45.395699,10.8885
VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT,EU,40.725498,-7.88899
VSG,Luhansk International Airport,Luhansk,UA,EU,48.41740036,39.37409973
WAT,Waterford Airport,Waterford,IE,EU,52.18719864,-7.086959839
WAW,Warsaw Chopin Airport,Warsaw,PL,EU,52.16569901,20.96710014
WRY,Westray Airport,Westray,GB,EU,59.35029984,-2.950000048
WMI,Modlin Airport,Warsaw,PL,EU,52.451099,20.6518
WIC,Wick Airport,Wick,GB,EU,58.45890045,-3.093060017
XRY,Jerez Airport,Jerez de la Forntera,ES,EU,36.74459839,-6.060110092
ZAD,Zadar Airport,Zemunik (Zadar),HR,EU,44.108299,15.3467
ZAG,Zagreb Airport,Zagreb,HR,EU,45.74290085,16.06879997
ZAZ,Zaragoza Air Base,Zaragoza,ES,EU,41.66619873,-1.04155004
ZIA,Zhukovsky International Airport,Moscow,RU,EU,55.553299,38.150002
ZRH,Zürich Airport,Zurich,CH,EU,47.464699,8.54917
ZTH,"Zakynthos International Airport ""Dionysios Solomos""",Zakynthos Island,GR,EU,37.7509,20.8843
AAZ,Quezaltenango Airport,Quezaltenango,GT,NA,14.8656,-91.501999
ABE,Lehigh Valley International Airport,Allentown,US,NA,40.65209961,-75.44080353
ABI,Abilene Regional Airport,Abilene,US,NA,32.41130066,-99.68190002
ABQ,Albuquerque International Sunport,Albuquerque,US,NA,35.040199,-106.609001
ABR,Aberdeen Regional Airport,Aberdeen,US,NA,45.44910049,-98.42179871
ABY,Southwest Georgia Regional Airport,Albany,US,NA,31.53549957,-84.19450378
ACA,General Juan N Alvarez International Airport,Acapulco,MX,NA,16.75709915,-99.7539978
ACK,Nantucket Memorial Airport,Nantucket,US,NA,41.25310135,-70.06020355
ACT,Waco Regional Airport,Waco,US,NA,31.61129951,-97.23049927
ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,NA,40.978101,-124.109
ACY,Atlantic City International Airport,Atlantic City,US,NA,39.45759964,-74.57720184
ADK,Adak Airport,Adak Island,US,NA,51.87799835,-176.6459961
ADQ,Kodiak Airport,Kodiak,US,NA,57.75,-152.4940033
AEX,Alexandria International Airport,Alexandria,US,NA,31.32740021,-92.54979706
AGN,Angoon Seaplane Base,Angoon,US,NA,57.503601,-134.585007
AGS,Augusta Regional At Bush Field,Augusta,US,NA,33.36989975,-81.96450043
AGU,Jesús Terán Paredo International Airport,Aguascalientes,MX,NA,21.705601,-102.318001
AHN,Athens Ben Epps Airport,Athens,US,NA,33.94860077,-83.32630157
AKN,King Salmon Airport,King Salmon,US,NA,58.67679977,-156.6490021
AKV,Akulivik Airport,Akulivik,CA,NA,60.8185997,-78.14859772
ALB,Albany International Airport,Albany,US,NA,42.74829865,-73.80169678
ALO,Waterloo Regional Airport,Waterloo,US,NA,42.55709839,-92.40029907
ALS,San Luis Valley Regional Bergman Field,Alamosa,US,NA,37.434898,-105.866997
ALW,Walla Walla Regional Airport,Walla Walla,US,NA,46.09489822,-118.288002
AMA,Rick Husband Amarillo International Airport,Amarillo,US,NA,35.219398,-101.706001
ANC,Ted Stevens Anchorage International Airport,Anchorage,US,NA,61.17440033,-149.9960022
ANI,Aniak Airport,Aniak,US,NA,61.58160019,-159.5429993
ANN,Annette Island Airport,Annette,US,NA,55.04240036,-131.5720062
ANU,V.C. Bird International Airport,St. John's,AG,NA,17.1367,-61.792702
ANV,Anvik Airport,Anvik,US,NA,62.646702,-160.190994
AOO,Altoona Blair County Airport,Altoona,US,NA,40.29639816,-78.31999969
AOS,Amook Bay Seaplane Base,Amook Bay,US,NA,57.4715004,-153.8150024
APN,Alpena County Regional Airport,Alpena,US,NA,45.0780983,-83.56030273
ARC,Arctic Village Airport,Arctic Village,US,NA,68.1147,-145.578995
ART,Watertown International Airport,Watertown,US,NA,43.9919014,-76.021698
ASE,Aspen-Pitkin Co/Sardy Field,Aspen,US,NA,39.22320175,-106.8690033
ATC,Arthur's Town Airport,Arthur's Town,BS,NA,24.6294,-75.673797
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US,NA,33.6367,-84.428101
ATT,Atmautluak Airport,Atmautluak,US,NA,60.866699,-162.272995
ATY,Watertown Regional Airport,Watertown,US,NA,44.91400146,-97.15470123
AUA,Queen Beatrix International Airport,Oranjestad,AW,NA,12.5014,-70.015198
AUG,Augusta State Airport,Augusta,US,NA,44.3205986,-69.79730225
AUS,Austin Bergstrom International Airport,Austin,US,NA,30.19449997,-97.66989899
AVI,Maximo Gomez Airport,Ciego de Avila,CU,NA,22.02709961,-78.78959656
AVL,Asheville Regional Airport,Asheville,US,NA,35.43619919,-82.54180145
AVP,Wilkes Barre Scranton International Airport,Wilkes-Barre/Scranton,US,NA,41.33850098,-75.7233963
AXA,Clayton J Lloyd International Airport,The Valley,AI,NA,18.2048,-63.055099
AXP,Spring Point Airport,Spring Point,BS,NA,22.44179916,-73.97090149
AZO,Kalamazoo Battle Creek International Airport,Kalamazoo,US,NA,42.23490143,-85.55210114
AZS,Samaná El Catey International Airport,Samana,DO,NA,19.2670002,-69.74199677
BBQ,Codrington Airport,Codrington,AG,NA,17.635799,-61.828602
BBR,Baillif Airport,Basse Terre,GP,NA,16.01329994,-61.74219894
BCA,Gustavo Rizo Airport,Baracoa,CU,NA,20.36529922,-74.5062027
BCL,Barra del Colorado Airport,Pococi,CR,NA,10.76869965,-83.58560181
BCV,Hector Silva Airstrip,Belmopan,BZ,NA,17.269603,-88.776496
BDA,L.F. Wade International International Airport,Hamilton,BM,NA,32.36399841,-64.67870331
BDL,Bradley International Airport,Hartford,US,NA,41.93889999,-72.68319702
BDR,Igor I Sikorsky Memorial Airport,Bridgeport,US,NA,41.16350174,-73.12619781
BEF,Bluefields Airport,Bluefileds,NI,NA,11.99100018,-83.77410126
BET,Bethel Airport,Bethel,US,NA,60.77980042,-161.8379974
BFD,Bradford Regional Airport,Bradford,US,NA,41.80310059,-78.64009857
BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,US,NA,41.87400055,-103.5960007
BFI,Boeing Field King County International Airport,Seattle,US,NA,47.52999878,-122.302002
BFQ,Bahia Piña Airport,Bahia Piña,PA,NA,7.583000183,-78.19999695
BGI,Sir Grantley Adams International Airport,Bridgetown,BB,NA,13.07460022,-59.49250031
BGK,Big Creek Airport,Big Creek,BZ,NA,16.51936913,-88.40791321
BGM,Greater Binghamton/Edwin A Link field,Binghamton,US,NA,42.20869827,-75.97979736
BGR,Bangor International Airport,Bangor,US,NA,44.80739975,-68.82810211
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,US,NA,44.45000076,-68.3615036
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,NA,33.56290054,-86.75350189
BID,Block Island State Airport,Block Island,US,NA,41.16809845,-71.57779694
BIE,Beatrice Municipal Airport,Beatrice,US,NA,40.30130005,-96.75409698
BIL,Billings Logan International Airport,Billings,US,NA,45.80770111,-108.5429993
BIM,South Bimini Airport,South Bimini,BS,NA,25.69989967,-79.26470184
BIS,Bismarck Municipal Airport,Bismarck,US,NA,46.77270126,-100.7460022
BJX,Del Bajío International Airport,Silao,MX,NA,20.9935,-101.481003
BKG,Branson Airport,Branson,US,NA,36.532082,-93.200544
BKW,Raleigh County Memorial Airport,Beckley,US,NA,37.78730011,-81.12419891
BKX,Brookings Regional Airport,Brookings,US,NA,44.304798,-96.816902
BLF,Mercer County Airport,Bluefield,US,NA,37.29579926,-81.20770264
BLI,Bellingham International Airport,Bellingham,US,NA,48.7928009,-122.538002
BLV,Scott AFB/Midamerica Airport,Belleville,US,NA,38.5452,-89.835197
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,US,NA,40.47710037,-88.91590118
BNA,Nashville International Airport,Nashville,US,NA,36.12450027,-86.67819977
BOC,Bocas Del Toro International Airport,Isla Colón,PA,NA,9.340849876,-82.25080109
BOI,Boise Air Terminal/Gowen Field,Boise,US,NA,43.5644,-116.223
BON,Flamingo International Airport,Kralendijk,BQ,NA,12.13099957,-68.26850128
BOS,General Edward Lawrence Logan International Airport,Boston,US,NA,42.36429977,-71.00520325
BPT,Southeast Texas Regional Airport,Beaumont/Port Arthur,US,NA,29.95079994,-94.02069855
